address,brand,city,postcode,country,extras,latitude,longitude,opening_hours,name,phone,ref,state,website
67bis/79 Rue de la République,Decathlon,Montreuil sous Bois,93100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.852016417023,2.4160881666564,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Paris Porte de Montreuil,+33148182900,0070024300243,,https://www.decathlon.fr/store-locator
ZAC des frais fonds,Decathlon,LONGUENESSE,62219,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.73436763995985,2.2723902896881043,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Decathlon Saint-Omer - Longuenesse,+33321122898,0070024900249,,https://www.decathlon.fr/store-locator
Lieu-Dit Bonneau,Decathlon,Bouliac,33270,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.814453434753,-0.52546144844055,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Bordeaux Bouliac,+33557977868,0070025100251,,https://www.decathlon.fr/store-locator
Avenue de Saint Die,Decathlon,Epinal,88000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.187602635662,6.4736327930069,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Epinal,+33329811870,0070025200252,,https://www.decathlon.fr/store-locator
96 rue des Pecheurs d Islande,Decathlon,Rochefort,17300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.947234583529,-0.9904082209015,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Rochefort,+33546828981,0070025300253,,https://www.decathlon.fr/store-locator
ZAC Cap Sud,Decathlon,SAINT MAUR,36250,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.775496450166,1.6452853055572,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Chateauroux Saint Maur,+33254611313,0070025400254,,https://www.decathlon.fr/store-locator
"1227 Chemin de la Cassine, Zone Commerciale du Chiriac, Proche Intermarché",Decathlon,Albertville,73200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.65610449988185,6.369203893826301,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Albertville,+33479374732,0070025500255,,https://www.decathlon.fr/store-locator
Boulevard Jean Moulin,Decathlon,Carhaix Plouguer,29270,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.277461763537154,-3.5549918988586504,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Carhaix,+33298993337,0070025900259,,https://www.decathlon.fr/store-locator
240 rue Joseph Cugnot,Decathlon,Saint-Lô,50000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.112331,-1.048979,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Saint-Lô,+33233773900,0070026400264,,https://www.decathlon.fr/store-locator
Avenue Jean Monnet,Decathlon,Pont Audemer,27500,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.347830105407,0.54391130821228,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Pont Audemer,+33232415212,0070026500265,,https://www.decathlon.fr/store-locator
Chemin des Coudres,Decathlon,EVREUX,27000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.000735419996,1.1571701177215,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Evreux,+33232237100,0070026700267,,https://www.decathlon.fr/store-locator
"5, route de Marseille",Decathlon,Digne les Bains,04000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.069370797329,6.1787156357209,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Digne les Bains,+33492366750,0070027500275,,https://www.decathlon.fr/store-locator
Zone artisanale les terrasses de la Sarre,Decathlon,Sarrebourg,57400,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.719182553531,7.0427053445664,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Sarrebourg,+33387257890,0070027600276,,https://www.decathlon.fr/store-locator
"Rue des Mérovingiens, Zone Commerciale du Chêne Saint Amand",Decathlon,Saint Dizier,52100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.622824,4.964678,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Saint Dizier,+33325960250,0070027700277,,https://www.decathlon.fr/store-locator
Zone Industrielle Foix Nord,Decathlon,Foix,09000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.007467741009,1.6153431507874,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Foix,+33561020630,0070027900279,,https://www.decathlon.fr/store-locator
ZAC des Hunaudières,Decathlon,RUAUDIN,72230,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.956716810693,0.22934399272918,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Le Mans Sud - Ruaudin,+33243500550,0070028200282,,https://www.decathlon.fr/store-locator
"Centre Commercial Part-Dieu, 17 rue du docteur Bouchut",Decathlon,Lyon,69003,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.762658725176,4.8556141918183,"{'opening_hours': {'Mon': '09:30-20:00', 'Tue': '09:30-20:00', 'Wed': '09:30-20:00', 'Thu': '09:30-20:00', 'Fri': '09:30-20:00', 'Sat': '09:30-20:00', 'Sun': ''}}",Lyon La Part Dieu,+33478145770,0070028800288,,https://www.decathlon.fr/store-locator
CENTRE COMMERCIAL PARLY 2,Decathlon,Le Chesnay,78150,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.826600297892,2.1155911997223,"{'opening_hours': {'Mon': '10:00-20:30', 'Tue': '10:00-20:30', 'Wed': '10:00-20:30', 'Thu': '10:00-20:30', 'Fri': '10:00-20:30', 'Sat': '10:00-20:30', 'Sun': '11:00-19:00'}}",Parly 2 - Versailles - Le Chesnay,+33139231040,0070028900289,,https://www.decathlon.fr/store-locator
La petite Bastide,Decathlon,Bouc Bel Air,13320,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.4315,5.39811,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Marseille - Bouc Bel Air,+33442940300,0070029200292,,https://www.decathlon.fr/store-locator
Rue du Commandant Cousteau,Decathlon,Changé,53810,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.089736428797,-0.76370256679535,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Laval,+33243497272,0070029600296,,https://www.decathlon.fr/store-locator
Route de Vendôme,Decathlon,VILLEBAROU,41000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.619434230951,1.3019644180298,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Blois,+33254335050,0070029700297,,https://www.decathlon.fr/store-locator
Avenue des Maréchaux,Decathlon,Saumur,49400,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.263703506409,-0.09288142593384,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Saumur,+33241537979,0070029800298,,https://www.decathlon.fr/store-locator
"Rue des Chardonnes, Zone de la Grange",Decathlon,ROMORANTIN,41200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.372281,1.714046,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Romorantin-Lanthenay,+33254940940,0070030000300,,https://www.decathlon.fr/store-locator
Rue Carignan,Decathlon,Orange,84100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.1136538,4.8456729,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Orange,+33490111750,0070030100301,,https://www.decathlon.fr/store-locator
"1 rue Jacques Rueff, Derrière E.Leclerc et Cinéville",Decathlon,Vannes,56000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.668234849339,-2.7885842605743,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Vannes,+33297627878,0070030800308,,https://www.decathlon.fr/store-locator
"18 Avenue Hubert Ruffe, Route de Tonneins",Decathlon,MARMANDE,47200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.4919055,0.1759844,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Marmande,+33553648250,0070032500325,,https://www.decathlon.fr/store-locator
Route de Charmeil,Decathlon,Bellerive sur Allier,03700,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.128613177356,3.3995218968201,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Vichy - Bellerive sur Allier,+33470329900,0070033600336,,https://www.decathlon.fr/store-locator
Zone de Kervilier,Decathlon,Quimper,29000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.977060906991,-4.0782386724915,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Quimper,+33298103444,0070033800338,,https://www.decathlon.fr/store-locator
2 rue Georges Méliès,Decathlon,HAGUENAU,67500,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.80225,7.833039,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Haguenau,+33388053330,0070034400344,,https://www.decathlon.fr/store-locator
ZAC EST des Portes Occitanes,Decathlon,Le Puy en Velay,43000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.024043330745,3.883376002655,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Le Puy en Velay,+33471060600,0070034500345,,https://www.decathlon.fr/store-locator
Zone d´Activités Commerciales la Ponétie,Decathlon,Aurillac,15000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.902999750666,2.4515360342545,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Aurillac,+33471633510,0070034800348,,https://www.decathlon.fr/store-locator
Zone des Bonnettes,Decathlon,ARRAS,62000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.30294901117401,2.7307197374343906,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Decathlon Arras,+33321168170,0070034900349,,https://www.decathlon.fr/store-locator
19 RUE MARCEL BARBU,Decathlon,VALENCE,26000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.9405565,4.917832000000001,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Decathlon Valence,+33475862700,0070035300353,,https://www.decathlon.fr/store-locator
130 rue Sainte Catherine,Decathlon,Bordeaux,33000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.836969,-0.5736874,"{'opening_hours': {'Mon': '10:00-19:30', 'Tue': '10:00-19:30', 'Wed': '10:00-19:30', 'Thu': '10:00-19:30', 'Fri': '10:00-19:30', 'Sat': '10:00-19:30', 'Sun': '14:00-19:00'}}",Bordeaux Centre Ville - City,+33556793435,0070035400354,,https://www.decathlon.fr/store-locator
ZA des grands champs,Decathlon,Flers,61100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.726110665085,-0.58446177909851,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Flers,+33233628220,0070036000360,,https://www.decathlon.fr/store-locator
"Quartier Saint Pierre , La planchette",Decathlon,Bollène,84500,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.298789042327,4.7521673789596,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Bollène,+33432803360,0070036300363,,https://www.decathlon.fr/store-locator
"8, Rue des orangers",Decathlon,HENDAYE,64700,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.36846,-1.779806,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Hendaye,+33559480202,0070036500365,,https://www.decathlon.fr/store-locator
Rue Henry Potez,Decathlon,Dreux,28100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.749340890418,1.3497877817535,"{'opening_hours': {'Mon': '10:00-19:30', 'Tue': '10:00-19:30', 'Wed': '10:00-19:30', 'Thu': '10:00-19:30', 'Fri': '10:00-19:30', 'Sat': '10:00-19:30', 'Sun': ''}}",Dreux,+33237648280,0070036600366,,https://www.decathlon.fr/store-locator
Boulevard Saint Vincent de Paul,Decathlon,SAINT PAUL LÈS DAX,40990,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.728815005897786,-1.0386048963729766,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Dax,+33558911313,0070038100381,,https://www.decathlon.fr/store-locator
Rue René CASSIN,Decathlon,St Marcel,71380,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.771367282699,4.8677222724915,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Chalon sur Saône,+33385908720,0070040300403,,https://www.decathlon.fr/store-locator
"ZI LA PALUD, Rue de l'Intendance, CS40140",Decathlon,Fréjus Cedex,83600,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.438002257897,6.7198322043991,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Fréjus,+33498127171,0070040500405,,https://www.decathlon.fr/store-locator
Route de Mazamet,Decathlon,Castres,81100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.588755664559,2.2722581891632,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Castres,+33563625858,0070040800408,,https://www.decathlon.fr/store-locator
"Rue Pasteur, LMS",Decathlon,LOMPRET,59840,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.655489,3.003372,"{'opening_hours': {'Mon': '07:00-19:30', 'Tue': '07:00-19:30', 'Wed': '07:00-19:30', 'Thu': '07:00-19:30', 'Fri': '07:00-19:30', 'Sat': '09:00-19:00', 'Sun': ''}}",Atelier Régional Nord,+33362148720,0070042500425,,https://www.decathlon.fr/store-locator
112 av. du Général De Gaulle,Decathlon,Gennevilliers,92230,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.932422442487,2.3170861203765,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-19:00'}}",Gennevilliers,+33141214610,0070042600426,,https://www.decathlon.fr/store-locator
ZAC des Batterses centre commercial Beynost 2,Decathlon,Beynost,01700,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.824702134773,4.9990472294998,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Beynost,+33437855510,0070042700427,,https://www.decathlon.fr/store-locator
"113, Avenue de France",Decathlon,Paris,75013,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.830211122105,2.3765668809509,"{'opening_hours': {'Mon': '09:30-20:00', 'Tue': '09:30-20:00', 'Wed': '09:30-20:00', 'Thu': '09:30-20:00', 'Fri': '09:30-20:00', 'Sat': '09:30-20:00', 'Sun': ''}}",Paris Rive Gauche,+33144068200,0070042900429,,https://www.decathlon.fr/store-locator
202 chemin Poivré,Decathlon,MARCQ EN BAROEUL,59700,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.6879,3.1035,"{'opening_hours': {'Mon': '10:00-19:00', 'Tue': '10:00-19:00', 'Wed': '10:00-19:00', 'Thu': '10:00-19:00', 'Fri': '10:00-19:00', 'Sat': '10:00-18:30', 'Sun': ''}}",Marcq-en-Baroeul - INESIS Golf Park,+33328334990,0070043700437,,https://www.decathlon.fr/store-locator
Rue des Vignes Rouges,Decathlon,PUBLIER,74500,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.388774097006,6.5220782567612,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Thonon les Bains - Publier,+33450815400,0070044400444,,https://www.decathlon.fr/store-locator
Zone Commerciale AUCHAN,Decathlon,SAINT QUENTIN,02100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.8604891,3.2525008,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Decathlon Saint Quentin,+33323503700,0070045000450,,https://www.decathlon.fr/store-locator
16 rue Emile Schwoerer,Decathlon,Colmar,68000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.102287118465,7.3640339979003,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Colmar,+33389215530,0070045400454,,https://www.decathlon.fr/store-locator
Espace Roussillon Est C.C.Carrefour,Decathlon,Claira,66530,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",42.773182201954,2.9174051289749,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Perpignan - Claira,+33468287740,0070045600456,,https://www.decathlon.fr/store-locator
ZAC de la Tibourgère,Decathlon,Les Herbiers,85500,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.87832903591,-1.0161196785736,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Les Herbiers,+33251610610,0070046100461,,https://www.decathlon.fr/store-locator
