addr_full,brand,city,country,extras,lat,lon,name,opening_hours,phone,postcode,ref,state,website
Supermarket | Αμύρου 8,Sklavenitis,Αγιά,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.7191,22.75468,Sklavenitis Αγιά,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",249 402 3799,400 03,1004,Λάρισας,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  Θεσσαλονίκης 190 & Αθηνοδώρου,Sklavenitis,Πετράλωνα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.96695,23.70806,Sklavenitis Πετράλωνα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 341 4474, ",118 53,842,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  25ης Μαρτίου 79,Sklavenitis,Πετρούπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.04229,23.68416,Sklavenitis Πετρούπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 506 0682, ",132 31,839,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ανατ. Ρωμυλίας 123 & Κ. Βάρναλη 130-132,Sklavenitis,Πετρούπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.03789,23.68578,Sklavenitis Πετρούπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 506 8292, ",132 31,857,Αττικής,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  25ης Μαρτίου 40,Sklavenitis,Πετρούπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.04414,23.6801,Sklavenitis Πετρούπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 506 5882,132 31,891,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  Λεωφ. Μαραθώνος 4 & Ξηντάρα 1,Sklavenitis,Πικέρμι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.99978,23.93592,Sklavenitis Πικέρμι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 604 3350, ",190 09,864,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λευκωσίας 17,Sklavenitis,Πλατεία Αμερικής,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.00421,23.73242,Sklavenitis Πλατεία Αμερικής,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 864 1404, ",112 52,830,Αττικής,https://www.sklavenitis.gr/about/katastimata
"Hypermarket  |  Στριγγάρη 7, Βουλιαγμένης 222 & Αγ. Δημητρίου 2-4",Sklavenitis,Πλατεία Καλογήρων,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.94911,23.73764,Sklavenitis Πλατεία Καλογήρων,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 973 7370, ",173 43,873,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Αγ. Στεφάνου 2-4,Sklavenitis,Πολύγωνο,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.99646,23.74736,Sklavenitis Πολύγωνο,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 884 1400,113 63,827,Αττικής,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Βαφειοχωρίου 72,Sklavenitis,Πολύγωνο,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.99834,23.75469,Sklavenitis Πολύγωνο,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 645 0566,114 76,621,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket | Λεωφ. Γ. Γρέγου 2,Sklavenitis,Πόρτο Ράφτη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.88703,24.00435,Sklavenitis Πόρτο Ράφτη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",229 907 1336,190 03,998,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket | 37ο χλμ. Λεωφ. Πόρτο Ράφτη,Sklavenitis,Πόρτο Ράφτη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.88997,23.99576,Sklavenitis Πόρτο Ράφτη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",229 904 9448,190 03,1001,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Πόρτο Ράφτη & Βενιζέλου,Sklavenitis,Πόρτο Ράφτη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.88636,24.00476,Sklavenitis Πόρτο Ράφτη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",229 904 9370,190 03,732,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Ιωαννίνων 394,Sklavenitis,Πρέβεζα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.98492,20.74339,Sklavenitis Πρέβεζα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","268 208 9673, ",481 00,738,Πρεβέζας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  25ης Μαρτίου 6,Sklavenitis,Πτολεμαΐδα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.50905,21.68372,Sklavenitis Πτολεμαΐδα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","246 305 5568, ",502 00,736,Κοζάνης,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Νοσοκομείου 35 – Β' Τομέας,Sklavenitis,Πτολεμαΐδα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.5173,21.67585,Sklavenitis Πτολεμαΐδα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","246 302 4166, ",502 00,737,Κοζάνης,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  Τομπάζη 15 (εμπορικό κέντρο ΜΑΚΕΔΟΝΙΑ),Sklavenitis,Πυλαία,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.5787,22.97382,Sklavenitis Πυλαία,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",231 049 9100,555 35,561,Θεσσαλονίκης,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  1ο χλμ. Ε.Ο. Πύργου–Πατρών,Sklavenitis,Πύργος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.68049,21.42075,Sklavenitis Πύργος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","262 102 0860, ",271 00,741,Ηλείας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Τ. Πετρόπουλου 8,Sklavenitis,Πύργος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.67349,21.43561,Sklavenitis Πύργος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",262 103 2700,271 00,671,Ηλείας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Φλέμινγκ & 89η Οδός,Sklavenitis,Ραφήνα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.01867,24.00365,Sklavenitis Ραφήνα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","229 402 9050, ",190 09,730,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Δρακοπούλου & Παπαδάκη,Sklavenitis,Ρέθυμνο,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",35.36444,24.48356,Sklavenitis Ρέθυμνο,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",283 105 3316,741 00,717,Ρεθύμνου,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  3η Λεωφ. Γ. Παπανικολάου 105 & Μαβίλη,Sklavenitis,Ρετζίκι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.65496,22.9924,Sklavenitis Ρετζίκι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","231 067 4280, ",570 10,720,Θεσσαλονίκης,https://www.sklavenitis.gr/about/katastimata
"Supermarket | Επαρχιακή Οδός Ρόδου - Λίνδου, Κάλαθος",Sklavenitis,Ρόδος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",36.113,28.05705,Sklavenitis Ρόδος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",224 403 1050,851 02,1013,Δωδεκανήσου,https://www.sklavenitis.gr/about/katastimata
"Supermarket | Επαρχιακή Οδός Ρόδου - Λίνδου, Κολύμπια",Sklavenitis,Ρόδος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",36.25895,28.14351,Sklavenitis Ρόδος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","224 105 6083, ",851 03,1015,Δωδεκανήσου,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Ηρακλειδών,Sklavenitis,Ρόδος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",36.41613,28.16281,Sklavenitis Ρόδος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",224 107 1131,851 01,758,Δωδεκανήσου,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  7ο χλμ. Ρόδου–Λίνδου,Sklavenitis,Ρόδος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",36.39914,28.20078,Sklavenitis Ρόδος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","22410 03770, ",851 00,586,Δωδεκανήσου,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  2ο χλμ. Λεωφ. Ρόδου – Καλλιθέας,Sklavenitis,Ρόδος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",36.41179,28.22646,Sklavenitis Ρόδος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",224 106 4600,851 00,615,Δωδεκανήσου,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  Κων/νου Τσαλδάρη 1,Sklavenitis,Ρόδος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",36.43584,28.21719,Sklavenitis Ρόδος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",224 102 9270,851 00,616,Δωδεκανήσου,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Αναπαύσεως & Σάμου 1,Sklavenitis,Σαλαμίνα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.96338,23.50205,Sklavenitis Σαλαμίνα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 464 0067,189 00,657,Αττικής,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Μεσαίο Καρλόβασι (έναντι Δημοτικού Σταδίου),Sklavenitis,Σάμος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.79317,26.69769,Sklavenitis Σάμος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",227 308 9320,832 00,686,Σάμου,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Περιοχή Πολυκράτεια-Πυθαγόρειο,Sklavenitis,Σάμος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.69463,26.92016,Sklavenitis Σάμος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",227 306 2701,831 03,687,Σάμου,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Εμπορειό ,Sklavenitis,Σαντορίνη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",36.35292,25.45334,Sklavenitis Σαντορίνη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",228 608 1966,847 03,806,Κυκλάδων,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Φηρά ,Sklavenitis,Σαντορίνη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",36.41481,25.43334,Sklavenitis Σαντορίνη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",228 602 5543,847 00,807,Κυκλάδων,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Μεσαριά ,Sklavenitis,Σαντορίνη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",36.39707,25.45063,Sklavenitis Σαντορίνη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","228 602 7410, ",847 00,808,Κυκλάδων,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Δόρδου 16 & Δράμας 118,Sklavenitis,Σεπόλια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.00278,23.71654,Sklavenitis Σεπόλια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 515 0667, ",104 43,894,Αττικής,https://www.sklavenitis.gr/about/katastimata
Self-service  |  Χειμάρας 3-7 & Αγίας Σοφίας 162,Sklavenitis,Σεπόλια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.0004,23.71965,Sklavenitis Σεπόλια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 515 0712,104 44,932,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Αθανάτων 43 & Ρόδου,Sklavenitis,Σεπόλια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.00497,23.71747,Sklavenitis Σεπόλια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 512 4033,104 43,689,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  Λένορμαν 226 & Αμφιαράου 81 ,Sklavenitis,Σεπόλια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.99836,23.70936,Sklavenitis Σεπόλια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 512 7711,104 43,666,Αττικής,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  3ο χλμ Ε.Ο. Σερρών–Δράμας,Sklavenitis,Σέρρες,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",41.08891,23.59799,Sklavenitis Σέρρες,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","232 105 8240, ",621 00,572,Σερρών,https://www.sklavenitis.gr/about/katastimata
Self-service  |  Πλαταιών 5 & Νικ. Πλαστήρα,Sklavenitis,Σέρρες,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",41.09062,23.54726,Sklavenitis Σέρρες,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",232 105 6170,621 00,749,Σερρών,https://www.sklavenitis.gr/about/katastimata
Self-service | Αρχ. Μακαρίου 8,Sklavenitis,Σέρρες,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",41.09072,23.55334,Sklavenitis Σέρρες,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",232 105 1580,621 00,745,Σερρών,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Βενιζέλου & 8ης Μαΐου,Sklavenitis,Σέρρες,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",41.08769,23.54096,Sklavenitis Σέρρες,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",232 104 6422,621 25,746,Σερρών,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Νικομήδειας (Οικόπεδα 14 &15),Sklavenitis,Σέρρες,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",41.08576,23.55238,Sklavenitis Σέρρες,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",232 105 7676,621 24,670,Σερρών,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ε.Ο. Σπάρτης–Μονεμβασιάς (θέση Πανηγυρίστρα),Sklavenitis,Σκάλα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",36.85451,22.67989,Sklavenitis Σκάλα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",273 502 3072,230 51,618,Λακωνίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Περιφερειακή Οδός Σκιάθου,Sklavenitis,Σκιάθος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.16778,23.48502,Sklavenitis Σκιάθος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",242 702 9204,370 02,783,Μαγνησίας,https://www.sklavenitis.gr/about/katastimata
