full_addr,city,country,brand,extras,lat,lon,opening_hours,phone,ref,postcode,name,state,website
"Off Oakcroft Ave, Kirby Muxloe, Leicestershire LE9 2DH",Kirby Muxloe,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.637201,-1.224085,{'opening_hours': {}},01162 386886,3219,LE9 2DH,Kirby Muxloe Castle,Leicestershire,https://www.english-heritage.org.uk/visit/places/kirby-muxloe-castle/
"Off Kirby Lane, Corby, Northamptonshire NN17 3EN",Corby,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.523199,-0.636548,{'opening_hours': {}},01536 203230,3691,NN17 3EN,Kirby Hall,Northamptonshire,https://www.english-heritage.org.uk/visit/places/kirby-hall/
"Castle Lodge, Launceston, Cornwall PL15 7DR",Launceston,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.636084,-4.361045,{'opening_hours': {}},01566 772365,3418,PL15 7DR,Launceston Castle,Cornwall,https://www.english-heritage.org.uk/visit/places/launceston-castle/
", Portsmouth, Hampshire PO1 2EJ",Portsmouth,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.795612,-1.095361,{'opening_hours': {}},,2529,PO1 2EJ,"King James&#39;s and Landport Gates, Portsmouth",Hampshire,https://www.english-heritage.org.uk/visit/places/king-jamess-and-landport-gates-portsmouth/
"Abbey Street, Wotton-Under-Edge, Gloucestershire GL12 8RA",Wotton-Under-Edge,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.62544,-2.363248,{'opening_hours': {}},,2904,GL12 8RA,Kingswood Abbey Gatehouse,Gloucestershire,https://www.english-heritage.org.uk/visit/places/kingswood-abbey-gatehouse/
"Whitwell on the Hill, Malton, North Yorkshire YO60 7JS",Malton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.082619,-0.876911,{'opening_hours': {}},01653 618768,3635,YO60 7JS,Kirkham Priory,North Yorkshire,https://www.english-heritage.org.uk/visit/places/kirkham-priory/
"Lanercost, Nr Brampton, Cumbria CA8 2HQ",Nr Brampton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.966314,-2.694588,{'opening_hours': {}},01697 73030,3315,CA8 2HQ,Lanercost Priory,Cumbria,https://www.english-heritage.org.uk/visit/places/lanercost-priory/
"Holy Island, Berwick-Upon-Tweed, Northumberland TD15 2RX",Berwick-Upon-Tweed,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",55.669964,-1.800675,{'opening_hours': {}},0128 938 9200,3275,TD15 2RX,Lindisfarne Priory,Northumberland,https://www.english-heritage.org.uk/visit/places/lindisfarne-priory/
"St Cleer, Liskeard, Cornwall PL14 6EG",Liskeard,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.491902,-4.487162,{'opening_hours': {}},,2797,PL14 6EG,King Doniert&#39;s Stone,Cornwall,https://www.english-heritage.org.uk/visit/places/king-donierts-stone/
"Hampstead Lane, Hampstead, Greater London NW3 7JR",Hampstead,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.570146,-0.16658,{'opening_hours': {}},0370 333 1181,3592,NW3 7JR,Kenwood,Greater London,https://www.english-heritage.org.uk/visit/places/kenwood/
"Castle Green, Kenilworth, Warwickshire CV8 1NG",Kenilworth,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.347852,-1.592548,{'opening_hours': {}},01926 852078,3659,CV8 1NG,Kenilworth Castle and Elizabethan Garden,Warwickshire,https://www.english-heritage.org.uk/visit/places/kenilworth-castle/
"Eamont Bridge, , Cumbria CA10 2BX",,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.647992,-2.739048,{'opening_hours': {}},,2940,CA10 2BX,King Arthur&#39;s Round Table,Cumbria,https://www.english-heritage.org.uk/visit/places/king-arthurs-round-table/
"Bowleaze Coveway, Weymouth, Dorset DT3 6PL",Weymouth,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.63724,-2.427085,{'opening_hours': {}},,2545,DT3 6PL,Jordan Hill Roman Temple,Dorset,https://www.english-heritage.org.uk/visit/places/jordan-hill-roman-temple/
"Abingdon Street, Westminster, London SW1P 3JX",Westminster,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.4986,-0.12654,{'opening_hours': {}},020 7222 2219,3311,SW1P 3JX,Jewel Tower,London,https://www.english-heritage.org.uk/visit/places/jewel-tower/
", Dover, Kent CT17 9DP",Dover,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.119229,1.304955,{'opening_hours': {}},01304 211067,2337,CT17 9DP,"Knights Templar Church, Dover",Kent,https://www.english-heritage.org.uk/visit/places/knights-templar-church-dover/
"Ironbridge, Telford, Shropshire TF8 7JP",Telford,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.626422,-2.484586,{'opening_hours': {}},,3147,TF8 7JP,Iron Bridge,Shropshire,https://www.english-heritage.org.uk/visit/places/iron-bridge/
"St Mary&#39;s, Isles of Scilly, Cornwall TR21 0NX",Isles of Scilly,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",49.933543,-6.291169,{'opening_hours': {}},,2888,TR21 0NX,Innisidgen Lower and Upper Burial Chambers,Cornwall,https://www.english-heritage.org.uk/visit/places/innisidgen-lower-and-upper-burial-chambers/
"Tresco, Isles of Scilly, Cornwall TR24 0QQ",Isles of Scilly,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",49.96322,-6.348525,{'opening_hours': {}},,2417,TR24 0QQ,King Charles&#39;s Castle,Cornwall,https://www.english-heritage.org.uk/visit/places/king-charless-castle/
"Church Street, Isleham, Cambridgeshire CB7 5RX",Isleham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.343063,0.409348,{'opening_hours': {}},,2553,CB7 5RX,Isleham Priory Church,Cambridgeshire,https://www.english-heritage.org.uk/visit/places/isleham-priory-church/
"54-57 Albion Street, Birmingham, West Midlands B1 3EA",Birmingham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.485087,-1.912636,{'opening_hours': {}},0370 333 1181,3560,B1 3EA,JW Evans Silver Factory,West Midlands,https://www.english-heritage.org.uk/visit/places/j-w-evans-silver-factory/
"Minions, Liskeard, Cornwall PL14 5LE",Liskeard,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.51609,-4.455707,{'opening_hours': {}},,3020,PL14 5LE ,Hurlers Stone Circles,Cornwall,https://www.english-heritage.org.uk/visit/places/hurlers-stone-circles/
"High Bridge, Goole, East Yorkshire DN14 7BS",Goole,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.74453,-0.865995,{'opening_hours': {}},,3538,DN14 7BS,Howden Minster,East Yorkshire,https://www.english-heritage.org.uk/visit/places/howden-minster/
"Haydon Bridge, Hexham, Northumberland NE47 6NN",Hexham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",55.010691,-2.327844,{'opening_hours': {}},01434 344363,3719,NE47 6NN,Housesteads Roman Fort - Hadrian&#39;s Wall,Northumberland,https://www.english-heritage.org.uk/visit/places/housesteads-roman-fort-hadrians-wall/
"Milford on Sea, Lymington, Hampshire SO41 0TP",Lymington,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.706503,-1.55121,{'opening_hours': {}},01590 642500,3430,SO41 0TP,Hurst Castle,Hampshire,https://www.english-heritage.org.uk/visit/places/hurst-castle/
"Luxted Road, Downe, Kent BR6 7JT",Downe,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.333148,0.054262,{'opening_hours': {}},01689 859119,3498,BR6 7JT,Home of Charles Darwin - Down House,Kent,https://www.english-heritage.org.uk/visit/places/home-of-charles-darwin-down-house/
"Abbotsbury, Weymouth, Dorset DT3 4JX",Weymouth,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.687703,-2.597569,{'opening_hours': {}},,3012,DT3 4JX,Kingston Russell Stone Circle,Dorset,https://www.english-heritage.org.uk/visit/places/kingston-russell-stone-circle/
"St Nicholas Circle, Leicester, Leicestershire LE1 4LB",Leicester,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.633908,-1.138524,{'opening_hours': {}},01162 254971 (Jewry Wall Museum),2365,LE1 4LB,Jewry Wall,Leicestershire,https://www.english-heritage.org.uk/visit/places/jewry-wall/
"Hazelwood Lane, Bedford, Bedfordshire MK45 2EY",Bedford,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.041431,-0.489574,{'opening_hours': {}},,2321,MK45 2EY,Houghton House,Bedfordshire,https://www.english-heritage.org.uk/visit/places/houghton-house/
"Kenardington Road, Appledore, Kent TN26 2AL",Appledore,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.041558,0.791423,{'opening_hours': {}},,3016,TN26 2AL,Horne&#39;s Place Chapel,Kent,https://www.english-heritage.org.uk/visit/places/hornes-place-chapel/
"Riccal Dr, York,  YO62 5DP",York,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.243302,-1.052075,{'opening_hours': {}},01439 770008,193768,YO62 5DP,Helmsley Archaeology Store,,https://www.english-heritage.org.uk/visit/places/helmsley-archaeology-store/
"Castlegate, Helmsley, North Yorkshire YO62 5AB",Helmsley,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.245443,-1.0638,{'opening_hours': {}},01439 770442,3307,YO62 5AB,Helmsley Castle,North Yorkshire,https://www.english-heritage.org.uk/visit/places/helmsley-castle/
"Craigavon Road, Sunderland, Tyne and Wear SR5 3PA",Sunderland,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.922063,-1.442321,{'opening_hours': {}},,2697,SR5 3PA,Hylton Castle,Tyne and Wear,https://www.english-heritage.org.uk/visit/places/hylton-castle/
"Hexham Road, Heddon-on-the-Wall, Northumberland NE15 0ED",Heddon-on-the-Wall,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.998389,-1.791549,{'opening_hours': {}},,2701,NE15 0ED ,Heddon on the Wall  Hadrian&#39;s Wall,Northumberland,https://www.english-heritage.org.uk/visit/places/heddon-on-the-wall-hadrians-wall/
"St Mary&#39;s, Isles of Scilly, Cornwall TR21 0NE",Isles of Scilly,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",49.918666,-6.305427,{'opening_hours': {}},,2884,TR21 0NE,Harry&#39;s Walls,Cornwall,https://www.english-heritage.org.uk/visit/places/harrys-walls/
"Theydon Mt, Epping, Essex CM16 7QQ",Epping,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.675641,0.15222,{'opening_hours': {}},,2229,CM16 7QQ,Hill Hall,Essex,https://www.english-heritage.org.uk/visit/places/hill-hall/
"Gilsland, Brampton, Cumbria CA8 7DD",Brampton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.990784,-2.592361,{'opening_hours': {}},,2625,CA8 7DD,Harrows Scar Milecastle and Wall - Hadrian&#39;s Wall,Cumbria,https://www.english-heritage.org.uk/visit/places/harrows-scar-milecastle-and-wall-hadrians-wall/
"The Great Barn, Harmondsworth, Greater London UB7 0AQ",Harmondsworth,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.489719,-0.479939,{'opening_hours': {}},,2765,UB7 0AQ,Harmondsworth Barn,Greater London,https://www.english-heritage.org.uk/visit/places/harmondsworth-barn/
"Manaton, Newton Abbot, Devon TQ13 9XG",Newton Abbot,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.595565,-3.772175,{'opening_hours': {}},,2801,TQ13 9XG,Hound Tor Deserted Medieval Village,Devon,https://www.english-heritage.org.uk/visit/places/hound-tor-deserted-medieval-village/
", Beeley Moor, Derbyshire",Beeley Moor,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.218443,-1.570186,{'opening_hours': {}},01629 816200,3631,,Hob Hurst&#39;s House,Derbyshire,https://www.english-heritage.org.uk/visit/places/hob-hursts-house/
"The Street, Devizes, Wiltshire SN10 3RQ",Devizes,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.324396,-1.869984,{'opening_hours': {}},,2601,SN10 3RQ,Hatfield Earthworks (Marden Henge),Wiltshire,https://www.english-heritage.org.uk/visit/places/hatfield-earthworks/
"Hardknott Pass, Eskdale, Cumbria CA19 1TH",Eskdale,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.403112,-3.200751,{'opening_hours': {}},,2972,CA19 1TH,Hardknott Roman Fort,Cumbria,https://www.english-heritage.org.uk/visit/places/hardknott-roman-fort/
", , West Midlands B62 8RJ",,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.443063,-2.0335,{'opening_hours': {}},,2441,B62 8RJ,Halesowen Abbey,West Midlands,https://www.english-heritage.org.uk/visit/places/halesowen-abbey/
"Hailes, Cheltenham, Gloucestershire GL54 5PB",Cheltenham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.969022,-1.928841,{'opening_hours': {}},01242 602398,3299,GL54 5PB,Hailes Abbey,Gloucestershire,https://www.english-heritage.org.uk/visit/places/hailes-abbey/
"Hare Hill, Brampton, Cumbria CA8 2JJ",Brampton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.974733,-2.684824,{'opening_hours': {}},,2976,CA8 2JJ,Hare Hill - Hadrian&#39;s Wall,Cumbria,https://www.english-heritage.org.uk/visit/places/hare-hill-hadrians-wall/
"Doe Lea, Chesterfield, Derbyshire S44 5QJ",Chesterfield,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.165917,-1.311111,{'opening_hours': {}},01246 850431,3255,S44 5QJ,Hardwick Old Hall and Hardwick Hall,Derbyshire,https://www.english-heritage.org.uk/visit/places/hardwick-old-hall/
"Postbridge, , Devon PL20 6TB",,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.612806,-3.837104,{'opening_hours': {}},,2281,PL20 6TB,Grimspound,Devon,https://www.english-heritage.org.uk/visit/places/grimspound/
"Trelowarren Estate , Helston, Cornwall TR12 6AF",Helston,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.070825,-5.198081,{'opening_hours': {}},,3175,TR12 6AF,Halliggye Fogou,Cornwall,https://www.english-heritage.org.uk/visit/places/halliggye-fogou/
"Greyfriars Walk, Gloucester, Gloucestershire GL1 2EZ",Gloucester,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.865753,-2.246259,{'opening_hours': {}},,3028,GL1 2EZ,Greyfriars,Gloucestershire,https://www.english-heritage.org.uk/visit/places/greyfriars/
"Upton Magna, Uffington, Shropshire SY4 4RW",Uffington,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.731298,-2.680909,{'opening_hours': {}},,3303,SY4 4RW,Haughmond Abbey,Shropshire,https://www.english-heritage.org.uk/visit/places/haughmond-abbey/
"Castle Lane, Hadleigh, Essex SS7 2AP",Hadleigh,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.543708,0.610268,{'opening_hours': {}},,2705,SS7 2AP,Hadleigh Castle,Essex,https://www.english-heritage.org.uk/visit/places/hadleigh-castle/
"Castle Lane, Ross on Wye, Herefordshire HR9 6HY",Ross on Wye,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.874633,-2.61373,{'opening_hours': {}},01600 890538,3143,HR9 6HY,Goodrich Castle,Herefordshire,https://www.english-heritage.org.uk/visit/places/goodrich-castle/
"Priory Grounds, Guisborough, North Yorkshire TS14 6HG",Guisborough,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.535922,-1.045895,{'opening_hours': {}},,3514,TS14 6HG,Gisborough Priory,North Yorkshire,https://www.english-heritage.org.uk/visit/places/gisborough-priory/
", Brockworth, Gloucestershire GL3 4TW",Brockworth,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.826799,-2.147538,{'opening_hours': {}},,3032,GL3 4TW,Great Witcombe Roman Villa,Gloucestershire,https://www.english-heritage.org.uk/visit/places/great-witcombe-roman-villa/
"Goodshaw Avenue, Rawtenstall, Lancashire BB4 8QB",Rawtenstall,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.73164,-2.281398,{'opening_hours': {}},,2477,BB4 8QB,Goodshaw Chapel,Lancashire,https://www.english-heritage.org.uk/visit/places/goodshaw-chapel/
"Gainsthorpe Road East and West, Gainsborough,  DN21 4JH",Gainsborough,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.498917,-0.563368,{'opening_hours': {}},,3502,DN21 4JH,Gainsthorpe Medieval Village,,https://www.english-heritage.org.uk/visit/places/gainsthorpe-medieval-village/
"Parnell Street, Gainsborough, Lincolnshire DN21 2NB",Gainsborough,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.400487,-0.776198,{'opening_hours': {}},01427 677348,3374,DN21 2NB,Gainsborough Old Hall,Lincolnshire,https://www.english-heritage.org.uk/visit/places/gainsborough-old-hall/
"St Mary&#39;s, Isles of Scilly, Cornwall TR21 0LT",Isles of Scilly,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",49.912598,-6.321456,{'opening_hours': {}},,2880,TR21 0LT,Garrison Walls,Cornwall,https://www.english-heritage.org.uk/visit/places/garrison-walls/
"Church Street, Framlingham, Suffolk IP13 9BP",Framlingham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.223161,1.345892,{'opening_hours': {}},0370 333 1181 ,3231,IP13 9BP,Framlingham Castle,Suffolk,https://www.english-heritage.org.uk/visit/places/framlingham-castle/
"South Quay, Great Yarmouth, Norfolk NR30 2RG",Great Yarmouth,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.6029,1.72721,{'opening_hours': {}},01493 857900,3390,NR30 2RG,Great Yarmouth Row Houses and Greyfriars&#39; Cloisters,Norfolk,https://www.english-heritage.org.uk/visit/places/great-yarmouth-row-houses-and-greyfriars-cloisters/
"Manor Road, Barrow in Furness, Cumbria LA13 0PJ",Barrow in Furness,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.13513,-3.198358,{'opening_hours': {}},01229 823420,3291,LA13 0PJ,Furness Abbey,Cumbria,https://www.english-heritage.org.uk/visit/places/furness-abbey/
"Multiple sites in Northumberland, ,  Northern England",,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",55.010691,-2.327844,{'opening_hours': {}},,3723,Northern England,Hadrian&#39;s Wall,,https://www.english-heritage.org.uk/visit/places/hadrians-wall/
"Finchale Priory, Framwellgate Moor, County Durham DH1 5SH",Framwellgate Moor,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.818107,-1.53965,{'opening_hours': {}},,3036,DH1 5SH,Finchale Priory,County Durham,https://www.english-heritage.org.uk/visit/places/finchale-priory/
"High Street, Glastonbury, Somerset BA6 9DP",Glastonbury,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.147711,-2.716468,{'opening_hours': {}},,2569,BA6 9DP,Glastonbury Tribunal,Somerset,https://www.english-heritage.org.uk/visit/places/glastonbury-tribunal/
"Lynford, Thetford, Norfolk IP26 5DE",Thetford,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.477463,0.672215,{'opening_hours': {}},0370 333 1181,3295,IP26 5DE,Grime&#39;s Graves - Prehistoric Flint Mine,Norfolk,https://www.english-heritage.org.uk/visit/places/grimes-graves-prehistoric-flint-mine/
"Four Oaks Road, Faversham, Kent ME13 0TB",Faversham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.316316,0.858838,{'opening_hours': {}},01795 534542,2489,ME13 0TB,Faversham Stone Chapel (Our Lady of Elverton),Kent,https://www.english-heritage.org.uk/visit/places/faversham-stone-chapel-our-lady-of-elverton/
"Farleigh Hungerford, Bath, Somerset BA2 7RS",Bath,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.3175,-2.287,{'opening_hours': {}},01225 754026,3287,BA2 7RS,Farleigh Hungerford Castle,Somerset,https://www.english-heritage.org.uk/visit/places/farleigh-hungerford-castle/
"off High Street , Eynsford, Kent DA4 0AA",Eynsford,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.370595,0.214888,{'opening_hours': {}},,2277,DA4 0AA,Eynsford Castle,Kent,https://www.english-heritage.org.uk/visit/places/eynsford-castle/
"Court Yard, Greenwich, London SE9 5NP for Sat Nav",Greenwich,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.447692,0.051115,{'opening_hours': {}},020 8294 8065,3564,SE9 5NP for Sat Nav,Eltham Palace and Gardens,London,https://www.english-heritage.org.uk/visit/places/eltham-palace-and-gardens/
