addr_full,city,country,brand,extras,lat,lon,opening_times,name,phone,postcode,ref,state,website
Hainchenweg 3 36251 Bad Hersfeld,Bad Hersfeld,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.8645416,9.7127008,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Bad Hersfeld",Phone: 06621 6406385,,94,,https://www.mixmarkt.eu/en/germany/stores/104/
Carl-Friedrich-Benz-Straße 17 78073 Bad Dürrheim,Bad Dürrheim,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.0313800,8.5277900,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}","Mix Markt, Bad Dürrheim",Phone: 07726 928412,,15,,https://www.mixmarkt.eu/en/germany/stores/15/
Dresdener Ring 23 71522 Backnang,Backnang,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.9579200,9.4274200,,"Mix Markt, Backnang",Phone: 07191 9118193,,345,,https://www.mixmarkt.eu/en/germany/stores/139/
Stukenbrocker Str. 15 32832 Augustdorf,Augustdorf,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.908047,8.726115,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Augustdorf",Phone: 05237 8989630,,916,,https://www.mixmarkt.eu/en/germany/stores/205/
Johann-Georg-Halske-Str. 20 86159 Augsburg,Augsburg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.3459174,10.9032960,"{'opening_hours': {'Mon': '08:00-19:00', 'Tue': '08:00-19:00', 'Wed': '08:00-19:00', 'Thu': '08:00-19:00', 'Fri': '08:00-19:00', 'Sat': '08:00-19:00', 'Sun': ''}}","Mix Markt, Augsburg",Phone: 0821 60998618,,106,,https://www.mixmarkt.eu/en/germany/stores/118/
Steinerne Furt 34 a 86167 Augsburg,Augsburg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.3921700,10.9209800,,"Mix Markt, Augsburg",Phone: 0821 74766155,,75,,https://www.mixmarkt.eu/en/germany/stores/81/
Alter Postweg 97b 86159 Augsburg,Augsburg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.3397800,10.9007500,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}","Mix Markt, Augsburg",Phone: 0821 5998481,,21,,https://www.mixmarkt.eu/en/germany/stores/21/
Engelbertstr.16 59755 Arnsberg,Arnsberg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.449139,7.968303,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Arnsberg",Phone: 02932 9311227,,962,,https://www.mixmarkt.eu/en/germany/stores/219/
Benzstr. 3 91522 Ansbach,Ansbach,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",49.297222,10.568333,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Ansbach",Phone: 0981 6505804,,845,,https://www.mixmarkt.eu/en/germany/stores/158/
Schwindstraße 1 92224 Amberg,Amberg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",49.4376800,11.8773700,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}","Mix Markt, Amberg",Phone: 09621 470498,,39,,https://www.mixmarkt.eu/en/germany/stores/184/
Friedrichstr.30 72458 Albstadt,Albstadt,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.2137100,9.0223300,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}","Mix Markt, Albstadt-Ebingen",Phone: 07431 9482040,,79,,https://www.mixmarkt.eu/en/germany/stores/86/
Eugenstr.44 73433 Aalen,Aalen,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.8657700,10.1069800,,"Mix Markt, Aalen",Phone: 07361 5277310,,311,,https://www.mixmarkt.eu/en/germany/stores/131/
Sittarder Straße 30 52078 Aachen,Aachen,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.7562300,6.1388500,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Aachen",Phone: 0241 5597795,,54,,https://www.mixmarkt.eu/en/germany/stores/57/
Mühlenstraße 5 27356 Rotenburg (Wümme),Rotenburg (Wümme),Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",53.1078187,9.3987686,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mini Mix, Rotenburg (Wümme)",Phone: 04261 2125,,336,,https://www.mixmarkt.eu/en/germany/stores/364/
Martin-Luther-Str. 40A 96472 Rödental,Rödental,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.291127,11.035177,,"Mini Mix, Rödental",Phone:,,1022,,https://www.mixmarkt.eu/en/germany/stores/214/
Fecampring 44 79618 Rheinfelden,Rheinfelden,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",47.5622609,7.7797155,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mini Mix, Rheinfelden",Phone: 07623 741972,,285,,https://www.mixmarkt.eu/en/germany/stores/346/
Konsumstr.23 31228 Peine/Stederdorf,Peine/Stederdorf,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",52.3474621,10.2468395,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mini Mix, Peine/Stederdorf",Phone: 05171 9409800,,112,,https://www.mixmarkt.eu/en/germany/stores/302/
Herzog-Ludwig Str.15 93333 Neustadt an der Donau,Neustadt an der Donau,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.8094000,11.7627500,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mini Mix, Neustadt an der Donau",Phone: 09445 752454,,127,,https://www.mixmarkt.eu/en/germany/stores/322/
Raiffeisenstr. 9 91413 Neustadt an der Aisch,Neustadt an der Aisch,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",49.5777600,10.6068700,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mini Mix, Neustadt an der Aisch",Phone: 09161 874765,,131,,https://www.mixmarkt.eu/en/germany/stores/328/
Mauerstraße 6-8 35279 Neustadt (Hessen),Neustadt (Hessen),Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.8521800,9.1173100,,"Mini Mix, Neustadt (Hessen)",Phone: 06692 2045820,,130,,https://www.mixmarkt.eu/en/germany/stores/327/
Gutenbergstr. 4 92318 Neumarkt,Neumarkt,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",49.2629900,11.4737100,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mini Mix, Neumarkt",Phone: 09181 466431,,129,,https://www.mixmarkt.eu/en/germany/stores/325/
Rektoratsweg 63-65 48159 Münster,Münster,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.9906921,7.6081763,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mini Mix, Münster",Phone: 0251 20308309,,124,,https://www.mixmarkt.eu/en/germany/stores/317/
Albert-Einstein-Str. 25 06122 Halle,Halle,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.481356,11.923265,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mini Mix, Halle",Phone:,,111,,https://www.mixmarkt.eu/en/germany/stores/182/
Dillinger Str. 9 89312 Günzburg,Günzburg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.4575922,10.2796250,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mini Mix, Günzburg",Phone: 08221 9638151,,309,,https://www.mixmarkt.eu/en/germany/stores/341/
