address_full,city,country,brand,extras,lat,lon,day_opening_status,phone,ref,post_code,name,state,website
"near Salcombe, Devon, TQ7 3DY",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.223454,-3.827255,FULLY_OPEN,+441548562344,2778,TQ7 3DY,Bolberry Down,,https://www.nationaltrust.org.uk/visit/devon/bolberry-down
"Sarnau, near Cardigan, Ceredigion, SA44 6QL",Ceredigion,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.139237,-4.491561,FULLY_OPEN,+441545570200,6150,SA44 6QL,Penbryn,,https://www.nationaltrust.org.uk/visit/wales/penbryn
"The Mountains of Mourne, near Newcastle, County Down",near Newcastle,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.171137,-6.083736,FULLY_OPEN,+442843751467,5037,,The Mournes,,https://www.nationaltrust.org.uk/visit/northern-ireland/the-mournes
"Hawford, Worcestershire, WR3 7SG",Worcestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.242401,-2.22556,FULLY_OPEN,+441527821214,164,WR3 7SG,Hawford Dovecote,,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/hawford-dovecote
"Wichenford, Worcestershire, WR6 6XY",Worcestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.236801,-2.31302,FULLY_OPEN,+441527821214,369,WR6 6XY,Wichenford Dovecote,,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/wichenford-dovecote
"Shute, near Axminster, Devon, EX13 7PT",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.7714,-3.05677,CLOSED,,298,EX13 7PT,Shute Barton,,https://www.nationaltrust.org.uk/visit/devon/shute-barton
"Stoke Fleming, Dartmouth, Devon, TQ6 0JP",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.333683,-3.57502,FULLY_OPEN,+441548562344,6080,TQ6 0JP,Little Dartmouth,,https://www.nationaltrust.org.uk/visit/devon/little-dartmouth
"Church Stretton, Shropshire",Church Stretton,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.5448,-2.82018,FULLY_OPEN,+441694725000,63,,Carding Mill Valley on the Long Mynd,,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/carding-mill-valley-on-the-long-mynd
"East Soar car park, near Malborough, Devon, TQ7 3DR",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.2208852,-3.8274018,FULLY_OPEN,+441548562344,6231,TQ7 3DR,East Soar,,https://www.nationaltrust.org.uk/visit/devon/east-soar
"near Cardigan, SA43 1QH",near Cardigan,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.1354,-4.64063,FULLY_OPEN,+441545570200,6146,SA43 1QH,Mwnt,,https://www.nationaltrust.org.uk/visit/wales/mwnt
"Lansallos, Looe, Cornwall, PL13 2PX",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.33766,-4.5681627,FULLY_OPEN,+441726870146,6097,PL13 2PX,Lansallos,,https://www.nationaltrust.org.uk/visit/cornwall/lansallos
"on Dartmoor, near Shaugh Prior, Devon",near Shaugh Prior,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.453951,-4.06731,FULLY_OPEN,+441822820320,6236,,Shaugh Bridge,,https://www.nationaltrust.org.uk/visit/devon/shaugh-bridge
"on Dartmoor, near Shaugh Prior, Devon",near Shaugh Prior,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.463626,-4.036676,FULLY_OPEN,+441822820320,6218,,Cadover Bridge,,https://www.nationaltrust.org.uk/visit/devon/cadover-bridge
"Newton-under-Roseberry, North Yorkshire, TS9 6QR",North Yorkshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.5056,-1.10471,FULLY_OPEN,+441642328904,282,TS9 6QR,Roseberry Topping,,https://www.nationaltrust.org.uk/visit/yorkshire/roseberry-topping
"Bembridge Down, near Bembridge, Isle of Wight, PO36 8QY",Isle of Wight,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.671156,-1.11801,FULLY_OPEN,+441983873945,4517,PO36 8QY,Bembridge and Culver Downs,,https://www.nationaltrust.org.uk/visit/isle-of-wight/bembridge-and-culver-downs
"Beside the Ferry on Windermere's west shore, near Far Sawrey, Hawkshead, Cumbria",Hawkshead,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.351458,-2.942319,FULLY_OPEN,+441539441456,169,,Claife Viewing Station and Windermere West Shore,,https://www.nationaltrust.org.uk/visit/lake-district/claife-viewing-station-and-windermere-west-shore
"Child Okeford, Dorset, DT11 8HD",Dorset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.911692,-2.22182,,+441297489481,6204,DT11 8HD,Hambledon Hill,,https://www.nationaltrust.org.uk/visit/dorset/hambledon-hill
"Ringstead, near Weymouth, Dorset, DT2 8NQ",Dorset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.630861,-2.35342,,+441297489481,5062,DT2 8NQ,Ringstead Bay,,https://www.nationaltrust.org.uk/visit/dorset/ringstead-bay
"Poldhu Cove, Mullion, near Helston, Cornwall, TR12 7JB",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.03426,-5.259308,,+441326222170,6155,TR12 7JB,Poldhu Cove,,https://www.nationaltrust.org.uk/visit/cornwall/poldhu-cove
"Town Lane, Newtown, Isle of Wight, PO30 4PA",Isle of Wight,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.713617,-1.4014146,PARTIALLY_OPEN,+441983531785,6004,PO30 4PA,Newtown National Nature Reserve and Old Town Hall,,https://www.nationaltrust.org.uk/visit/isle-of-wight/newtown-national-nature-reserve-and-old-town-hall
"Stockbridge Marsh, Cow Drove Hill Road, Stockbridge, Hampshire",Stockbridge,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.105655,-1.4954359,,+441794340757,900016,,Stockbridge Marsh,,https://www.nationaltrust.org.uk/visit/hampshire/stockbridge-marsh
"Curbridge Nature Reserve, Hampshire",Curbridge Nature Reserve,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.895322,-1.2626901,,+441794340757,900014,,Curbridge Nature Reserve,,https://www.nationaltrust.org.uk/visit/hampshire/curbridge-nature-reserve
"Stockbridge Down, near Stockbridge, Hampshire",near Stockbridge,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.115549,-1.4567553,,+441794340757,900015,,Stockbridge Down,,https://www.nationaltrust.org.uk/visit/hampshire/stockbridge-down
"New Forest Northern Commons, Hampshire",New Forest Northern Commons,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.873754,-1.7679058,,+441794340757,6132,,New Forest Northern Commons,,https://www.nationaltrust.org.uk/visit/hampshire/new-forest-northern-commons
"on Exmoor, near Minehead, Somerset",near Minehead,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.210558,-3.547135,FULLY_OPEN,+441643862452,6241,,Selworthy,,https://www.nationaltrust.org.uk/visit/somerset/selworthy
"Moor Lane, Croyde, Devon, EX33 1PA",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.136017,-4.245381,FULLY_OPEN,+441271891970,4528,EX33 1PA,Baggy Point,,https://www.nationaltrust.org.uk/visit/devon/baggy-point
"Winster Market House, Main Street, Winster, Derbyshire, DE4 2DJ",Derbyshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.14169,-1.639948,,+441335350503,6189,DE4 2DJ,Winster Market House,,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/winster-market-house
"Abereiddi: SA62 6DT, Abermawr: SA62 5UX",Abereiddi: SA62 6DT,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.93824,-5.207767,FULLY_OPEN,+441646623110,5409,SA62 6DT,Abereiddi to Abermawr,,https://www.nationaltrust.org.uk/visit/wales/abereiddi-to-abermawr
"National Trust, Bwthyn Ogwen, Nant Ffrancon, Bethesda, Gwynedd, LL57 3LZ",Gwynedd,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.123603,-4.020383,FULLY_OPEN,+441248605739,6011,LL57 3LZ,Carneddau and Glyderau,,https://www.nationaltrust.org.uk/visit/wales/carneddau-and-glyderau
"Cilgerran Castle, Cilgerran, near Cardigan, Pembrokeshire, SA43 2SF",Pembrokeshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.0574,-4.63413,PARTIALLY_OPEN,+443000252239,78,SA43 2SF,Cilgerran Castle,,https://www.nationaltrust.org.uk/visit/wales/cilgerran-castle
"Norbury, Ashbourne, Derbyshire, DE6 2ED",Derbyshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.978401,-1.81594,CLOSED,+441283585337,245,DE6 2ED,The Old Manor,,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/the-old-manor
"Shalford, near Guildford, Surrey, GU4 8BS",Surrey,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.2192,-0.56645,,+441483561389,293,GU4 8BS,Shalford Mill,,https://www.nationaltrust.org.uk/visit/surrey/shalford-mill
"Westgate Street, Bury St Edmunds, Suffolk, IP33 1QR",Suffolk,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.24063,0.716911,,+441284769505,328,IP33 1QR,Theatre Royal Bury St Edmunds,,https://www.nationaltrust.org.uk/visit/suffolk/theatre-royal-bury-st-edmunds
"Conwy, LL32 8LD",Conwy,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.281128,-3.828009,FULLY_OPEN,,89,LL32 8LD,Conwy Suspension Bridge,,https://www.nationaltrust.org.uk/visit/wales/conwy-suspension-bridge
"Pin Mill - Council Car park, near Chelmondiston, Suffolk, IP9 1JJ",Suffolk,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.996323,1.213511,FULLY_OPEN,,6194,IP9 1JJ,Pin Mill,,https://www.nationaltrust.org.uk/visit/suffolk/pin-mill
"Broomheath, Woodbridge, Suffolk, IP12 4DL",Suffolk,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.080922,1.309956,FULLY_OPEN,+441394389700,6211,IP12 4DL,Kyson Hill,,https://www.nationaltrust.org.uk/visit/suffolk/kyson-hill
Powys,,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.160639,-3.676753,FULLY_OPEN,+441874625515,5051,,Abergwesyn Common,,https://www.nationaltrust.org.uk/visit/wales/abergwesyn-common
"Salt Lane, Godalming, Surrey, GU8 4BB",Surrey,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.152508,-0.6014,,+441428681050,6126,GU8 4BB,Hydon's Ball and Heath,,https://www.nationaltrust.org.uk/visit/surrey/hydons-ball-and-heath
"Haslemere Road, Witley, Surrey, GU8 5QA",Surrey,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.155602,-0.66853,,+441428681050,5351,GU8 5QA,Witley and Milford Commons,,https://www.nationaltrust.org.uk/visit/surrey/witley-and-milford-commons
"Church Road, Great Bookham, Surrey, Nearest postcode KT23 3LT",Surrey,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.289827,-0.3804575,,+441372220640,6123,KT23 3LT,Bookham Commons,,https://www.nationaltrust.org.uk/visit/surrey/bookham-commons
"NT Car park on White Down Lane, Abinger Hammer, Surrey, RH5 6QS (nearest postcode)",Surrey,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.22138228,-0.43698789,,+441306640062,6120,RH5 6QS,Abinger Roughs and Netley Park,,https://www.nationaltrust.org.uk/visit/surrey/abinger-roughs-and-netley-park
"Selborne, Hampshire, GU34 3JR ",Hampshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.096107,-0.951764,FULLY_OPEN,+441428751338,6157,GU34 3JR,Selborne Common,,https://www.nationaltrust.org.uk/visit/hampshire/selborne-common
"Isle of Wight, PO30 3HA",Isle of Wight,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.64444,-1.3207304,FULLY_OPEN,+441983741020,5073,PO30 3HA,Chillerton Down,,https://www.nationaltrust.org.uk/visit/isle-of-wight/chillerton-down
,,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.7946014,0.90696331,,,900024,,Ray Island,,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/ray-island
"Outwood Lane, Outwood, Redhill, Surrey, RH1 5PW",Surrey,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.20469344,-0.09928361,,+441342843225,6121,RH1 5PW,Harewoods,,https://www.nationaltrust.org.uk/visit/surrey/harewoods
"Keld Lane, Shap, Cumbria, CA10 3NW",Cumbria,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.523859,-2.691178,CLOSED,+441768361893,5220,CA10 3NW,Keld Chapel,,https://www.nationaltrust.org.uk/visit/lake-district/keld-chapel
"Station Road, East Woodhay, Woolton Hill, Hampshire, RG20 9TN",Hampshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.364727,-1.3671876,FULLY_OPEN,,6207,RG20 9TN,The Chase,,https://www.nationaltrust.org.uk/visit/hampshire/the-chase
"St Helens Duver, St Helens, Isle of Wight, PO33 1XZ",Isle of Wight,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.698751,-1.0995964,FULLY_OPEN,+441983741020,6006,PO33 1XZ,St Helens Duver,,https://www.nationaltrust.org.uk/visit/isle-of-wight/st-helens-duver
"Blackgang, Isle of Wight, PO38 2JB",Isle of Wight,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.58043,-1.3028374,FULLY_OPEN,+441983741020,5132,PO38 2JB,St Catherine's Down and Knowles Farm,,https://www.nationaltrust.org.uk/visit/isle-of-wight/st-catherines-down-and-knowles-farm
"West Green, Hartley Wintney, Hampshire, RG27 8JB",Hampshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.300978,-0.931629,CLOSED,+441252844611,358,RG27 8JB,West Green House Garden,,https://www.nationaltrust.org.uk/visit/hampshire/west-green-house-garden
"Bredon, near Tewkesbury, Worcestershire, GL20 7EG",Worcestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.030201,-2.11954,,+441452814213,47,GL20 7EG,Bredon Barn,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/bredon-barn
"Access via Half Moon car park, Blackhill Road, East Wellow, Romsey, Hampshire, SO51 6AQ",Hampshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.957814,-1.575196,,+441794340757,90001,SO51 6AQ,Foxbury,,https://www.nationaltrust.org.uk/visit/hampshire/foxbury
"Ashleworth, Gloucestershire, GL19 4JA",Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.924198,-2.26572,,+441452814213,16,GL19 4JA,Ashleworth Tithe Barn,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/ashleworth-tithe-barn
"Bibury, Nr Cirencester, Gloucestershire, GL7 5NP",Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.759018,-1.833845,,+441451844257,5059,GL7 5NP,Bibury,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/bibury
"Birdlip, Gloucestershire, GL4 8JY",Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.847053,-2.103022,,+441452814213,4515,GL4 8JY,Crickley Hill,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/crickley-hill
"Sharpenhoe Road, Streatley, Bedfordshire",Streatley,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.95354,-0.450765,FULLY_OPEN,+441582873663,5306,,Sharpenhoe and Sundon Hills,,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/sharpenhoe
"Whipsnade, Dunstable, Bedfordshire, LU6 2LQ",Bedfordshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.851636,-0.5358892,FULLY_OPEN,+441582500920,365,LU6 2LQ,Whipsnade Tree Cathedral,,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/whipsnade-tree-cathedral
"High Street, Chipping Campden, Gloucestershire, GL55 6AJ",Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.050686,-1.780686,,+441386438333,4550,GL55 6AJ,Market Hall,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/market-hall
"near Winchcombe, Cheltenham, Gloucestershire, GL54 5PB",Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.9702,-1.92724,,+441242602398,158,GL54 5PB,Hailes Abbey,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/hailes-abbey
"Near Huntley, Gloucestershire",Near Huntley,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.888107,-2.4431175,,+441452814213,5106,,May Hill,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/may-hill
"near Streatley, Bedfordshire",near Streatley,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.94473,-0.44615,,+441582873663,6212,,Moleskin and Markham Hills,,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/moleskin-and-markham-hills
"Copt Hall Lane, Little Wigborough, Essex, CO5 7RD",Essex,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.795619,0.869801,,,5327,CO5 7RD,Copt Hall Marshes,,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/copt-hall-marshes
"near Stroud, Gloucestershire, Gloucestershire",Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.707547,-2.211243,,+441452814213,5107,,Minchinhampton and Rodborough Commons,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/minchinhampton-and-rodborough-commons
"Chiddingstone Road, Chiddingstone, near Edenbridge, Kent, TN8 7AH",Kent,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.185947,0.1464504,,+441732868381,5361,TN8 7AH,Chiddingstone Village,,https://www.nationaltrust.org.uk/visit/kent/chiddingstone-village
"Ventnor Downs, Wroxall, Isle of Wight, PO38 1AH",Isle of Wight,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.603989,-1.197933,FULLY_OPEN,+441983741020,5148,PO38 1AH,Ventnor Downs,,https://www.nationaltrust.org.uk/visit/isle-of-wight/ventnor-downs
"Portmuck Road, Islandmagee, County Antrim, BT40 3TP",County Antrim,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.847016,-5.7272294,FULLY_OPEN,+442890647787,5029,BT40 3TP,Islandmagee,,https://www.nationaltrust.org.uk/visit/northern-ireland/islandmagee
"Edenderry Road, Belfast, County Down, BT8 8LE",County Down,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.548434,-5.9526157,FULLY_OPEN,+442890647787,5036,BT8 8LE,Minnowburn,,https://www.nationaltrust.org.uk/visit/northern-ireland/minnowburn
"Manse Road, Belfast, County Down, BT8 6SA",County Down,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.561886,-5.8889723,FULLY_OPEN,+442890647787,6115,BT8 6SA,Lisnabreeny and Cregagh Glen,,https://www.nationaltrust.org.uk/visit/northern-ireland/lisnabreeny-and-cregagh-glen
"Sevenoaks, Kent, TN15 0RP (Sat Nav TN13 1HX)",Kent,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.26717,0.19741,CLOSED,+441732467171,90003,TN15 0RP,The Royal Oak Foundation Conservation Studio,,https://www.nationaltrust.org.uk/visit/kent/the-royal-oak-foundation-conservation-studio
