addr_full,city,country,brand,extra,lat,lon,name,opening_hours,Phone,postcode,ref,state,website
'NOSOKOMEIO' IOULIAS ANDREADI 16,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.621740,19.912867,Masouti KERKIRA,{'opening_hours': {}},2661046406,,532,KERKIRA,https://www.masoutis.gr/stores
1ST KM LEYKIMIS,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.610285,19.900723,Masouti KERKIRA,{'opening_hours': {}},2661045666,,525,KERKIRA,https://www.masoutis.gr/stores
IOANNOU THEOTOKI PALLADA,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.62427,19.91378,Masouti KERKIRA,{'opening_hours': {}},2661022942,,530,KERKIRA,https://www.masoutis.gr/stores
ALEPOU KERKIRA,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.614577,19.893305,Masouti KERKIRA,{'opening_hours': {}},2661043185,,540,KERKIRA,https://www.masoutis.gr/stores
ALIKES POTAMOU,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.630062,19.886224,Masouti KERKIRA,{'opening_hours': {}},2661080995,,533,KERKIRA,https://www.masoutis.gr/stores
AXARAVI KERKIRA,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.79093,19.81375,Masouti KERKIRA,{'opening_hours': {}},2663064646,,531,KERKIRA,https://www.masoutis.gr/stores
DIONISIOU SOLOMOU 11 SPILIA,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.625292,19.919044,Masouti KERKIRA,{'opening_hours': {}},2661081466,,536,KERKIRA,https://www.masoutis.gr/stores
KASSIOPK SKRIPERO,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.788859,19.920472,Masouti KERKIRA,{'opening_hours': {}},2663029221,,539,KERKIRA,https://www.masoutis.gr/stores
KOMVOS BRIONI KASTELLANI,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.590563,19.895445,Masouti KERKIRA,{'opening_hours': {}},2661040622,,566,KERKIRA,https://www.masoutis.gr/stores
GERASIMOU MARKORA 16,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.622722,19.918847,Masouti KERKIRA,{'opening_hours': {}},2661038348,,528,KERKIRA,https://www.masoutis.gr/stores
LEYKIMMH KERKYRA,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.42216,20.04505,Masouti KERKIRA,{'opening_hours': {}},2662025212,,535,KERKIRA,https://www.masoutis.gr/stores
MITROPOLITOU METHODIOU 44,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.620337,19.917213,Masouti KERKIRA,{'opening_hours': {}},2661022682,,538,KERKIRA,https://www.masoutis.gr/stores
MORAITIKA KERKIRA,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.48142,19.92469,Masouti KERKIRA,{'opening_hours': {}},2661076376,,534,KERKIRA,https://www.masoutis.gr/stores
PINIA FILARMONIKIS 1 ,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.62464,19.92201,Masouti KERKIRA,{'opening_hours': {}},2661027111,,529,KERKIRA,https://www.masoutis.gr/stores
PLATIA GEORGIOU THEOTOKI 23,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.621972,19.917935,Masouti KERKIRA,{'opening_hours': {}},2661024476,,565,KERKIRA,https://www.masoutis.gr/stores
SIDARI KAROUSADES,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.78316,19.70851,Masouti KERKIRA,{'opening_hours': {}},2663095110,,567,KERKIRA,https://www.masoutis.gr/stores
STRATIGOU KSRNOFONTOS 69,KERKIRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.625713,19.904302,Masouti KERKIRA,{'opening_hours': {}},2661045825,,537,KERKIRA,https://www.masoutis.gr/stores
DIMITRAKOU & KAMPANI st.,KILKIS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.992572,22.872297,Masouti KILKIS,{'opening_hours': {}},2341027201,,181,KILKIS,https://www.masoutis.gr/stores
EL. BENIZELOU 94 & EUROPIS,KILKIS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.996575,22.866498,Masouti KILKIS,{'opening_hours': {}},2341027207,,310,KILKIS,https://www.masoutis.gr/stores
"17, THESSSALONIKIS st.",KILKIS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.992646,22.875965,Masouti KILKIS,{'opening_hours': {}},2341020052,,182,KILKIS,https://www.masoutis.gr/stores
"74, 25th MARTIOU st.",PTOLEMAIDA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.514455,21.679565,Masouti PTOLEMAIDA,{'opening_hours': {}},2463053285,,304,KOZANI,https://www.masoutis.gr/stores
2ndkm of KOZANI - AIANI,KOZANI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.280544,21.782325,Masouti KOZANI,{'opening_hours': {}},2461029250,,301,KOZANI,https://www.masoutis.gr/stores
"23, MEG. ALEXANDROU st.",SIATISTA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.258843,21.551806,Masouti SIATISTA,{'opening_hours': {}},2465022212,,486,KOZANI,https://www.masoutis.gr/stores
"6, ELEFTHERIAS SQUARE",KOZANI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.301291,21.786415,Masouti KOZANI,{'opening_hours': {}},2461029251,,302,KOZANI,https://www.masoutis.gr/stores
"13rd, SQUARE LASSANI str",KOZANI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.298815,21.789851,Masouti KOZANI,{'opening_hours': {}},2461033125,,309,KOZANI,https://www.masoutis.gr/stores
"1, FILIPPOU st.",PTOLEMAIDA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.511144,21.678307,Masouti PTOLEMAIDA,{'opening_hours': {}},2463055540,,308,KOZANI,https://www.masoutis.gr/stores
AGIOS SPIRIDONAS st.,ANDROS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",37.831372,24.920736,Masouti ANDROS,{'opening_hours': {}},2282022410,,654,CYCLADES,https://www.masoutis.gr/stores
ADAMANTAS MILOS,MILOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",36.72624,24.44671,Masouti MILOS,{'opening_hours': {}},2287023746,,571,CYCLADES,https://www.masoutis.gr/stores
AKTI NAZOY PALLADA,TINOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",37.538991,25.160147,Masouti TINOS,{'opening_hours': {}},2283023647,,578,CYCLADES,https://www.masoutis.gr/stores
VARDIA GAVRIOU - BATSIOU st.,ANDROS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",37.881477,24.742905,Masouti ANDROS,{'opening_hours': {}},2282072278,,656,CYCLADES,https://www.masoutis.gr/stores
GKLASTROS MIKONOS,MIKONOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",37.426457,25.333722,Masouti MIKONOS,{'opening_hours': {}},2289023540,,589,CYCLADES,https://www.masoutis.gr/stores
E.O. GAVRIOU - CHORAS ANDROUS (ANEMOMILOI) st.,ANDROS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",37.834081,24.930218,Masouti ANDROS,{'opening_hours': {}},2282024924,,655,CYCLADES,https://www.masoutis.gr/stores
EMPORIO,SANTORINI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",36.355906,25.446169,Masouti SANTORINI,{'opening_hours': {}},2286081755,,587,CYCLADES,https://www.masoutis.gr/stores
IROON POLITEXNEIOU,SIROS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",37.43423,24.93565,Masouti SIROS,{'opening_hours': {}},2281075081,,577,CYCLADES,https://www.masoutis.gr/stores
KARTERADOS THIRA,SANTORINI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",36.410503,25.440549,Masouti SANTORINI,{'opening_hours': {}},2286023896,,585,CYCLADES,https://www.masoutis.gr/stores
KRIKELI & ILIA GAFOU,TINOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",37.535572,25.167706,Masouti TINOS,{'opening_hours': {}},2283023817,,579,CYCLADES,https://www.masoutis.gr/stores
MEGALOHORI THESI KAMINIA ANALIPSEOS,SANTORINI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",36.368441,25.426803,Masouti SANTORINI,{'opening_hours': {}},2286083644,,677,CYCLADES,https://www.masoutis.gr/stores
MESSARIA,SANTORINI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",36.399925,25.457929,Masouti SANTORINI,{'opening_hours': {}},2286030170,,586,CYCLADES,https://www.masoutis.gr/stores
PARASPOROS PAROS,PAROS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",37.06591,25.12882,Masouti PAROS,{'opening_hours': {}},2284027252,,583,KYKLADON,https://www.masoutis.gr/stores
PAROS PARIKIA THESI VINTZI,PAROS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",37.086714,25.152866,Masouti PAROS,{'opening_hours': {}},2284027990,,575,KYKLADON,https://www.masoutis.gr/stores
LEOFOROS EGGARON,NAKSOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",37.109179,25.383977,Masouti NAKSOS,{'opening_hours': {}},2285023818,,580,CYCLADES,https://www.masoutis.gr/stores
PERIFERIAKI ODOS XORA NAKSOU,NAKSOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",37.105537,25.37992,Masouti NAKSOS,{'opening_hours': {}},2285026936,,574,CYCLADES,https://www.masoutis.gr/stores
PIRGOS SANTORINI,SANTORINI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",36.384996,25.438539,Masouti SANTORINI,{'opening_hours': {}},2286034000,,678,CYCLADES,https://www.masoutis.gr/stores
1o km Larisa - Thessaloniki,LARISA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.660732,22.441558,Masouti LARISA,{'opening_hours': {}},2410555190,,214,LARISA,https://www.masoutis.gr/stores
102-104 23rd OCTOBRIOU str,LARISA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.63540645,22.42794245,Masouti LARISA,{'opening_hours': {}},2410284598,,212,LARISA,https://www.masoutis.gr/stores
VIZANTIOU & 6th OKTOVRIOU st.,ELASSONA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.890433,22.18819052,Masouti ELASSONA,{'opening_hours': {}},2493025594 ,,210,LARISA,https://www.masoutis.gr/stores
24th D. GEORGIADOU & ER. STAVROU st.,LARISA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.64257791,22.41936207,Masouti LARISA,{'opening_hours': {}},2410255508 ,,211,LARISA,https://www.masoutis.gr/stores
"80, IOANNINON st.",LARISA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.63268,22.40040,Masouti LARISA,{'opening_hours': {}},2410626268,,347,LARISA,https://www.masoutis.gr/stores
"13-15, NIKITARA st.",LARISA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.63929384,22.42173582,Masouti LARISA,{'opening_hours': {}},2410237720,,201,LARISA,https://www.masoutis.gr/stores
ΛΑΡΙΣΑ,LARISA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.634694,22.417406,Masouti LARISA,{'opening_hours': {}},2410613508,,345,LARISA,https://www.masoutis.gr/stores
ΦΑΡΣΑΛΑ,FARSALA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.298387,22.384377,Masouti FARSALA,{'opening_hours': {}},2491023979,,346,LARISAS,https://www.masoutis.gr/stores
XATZIMIXALI 81 FILIPPOYPOLI,LARISA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.62916,22.39731,Masouti LARISA,{'opening_hours': {}},2410623210,,239,LARISA,https://www.masoutis.gr/stores
7th km MYTILINIS - KALLONIS (WHOLESALE),LESBOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.12037,26.47827,Masouti LESBOS,{'opening_hours': {}},2251086173,,370,LESBOS,https://www.masoutis.gr/stores
VAREIA  MYTILINIS,LESBOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.080052,26.568293,Masouti LESBOS,{'opening_hours': {}},2251024386,,492,LESBOS,https://www.masoutis.gr/stores
BENIZELOY 15 & OD.ELYTI,LESBOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.101895,26.555954,Masouti LESBOS,{'opening_hours': {}},2251054814,,244,LESBOS,https://www.masoutis.gr/stores
E.O. MYTILINIS - KALLONIS,LESBOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.230691,26.213037,Masouti LESBOS,{'opening_hours': {}},2253024507,,243,LESBOS,https://www.masoutis.gr/stores
PLATEIA PLOMARIOY,LESBOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",38.975362,26.368228,Masouti LESBOS,{'opening_hours': {}},2252032733,,245,LESBOS,https://www.masoutis.gr/stores
TRIFOTO MYRINAS,LIMNOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.873226,25.062144,Masouti LIMNOS,{'opening_hours': {}},2254020036,,242,LESBOS,https://www.masoutis.gr/stores
AXILLOPOYLOY 171,VOLOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.366427,22.954188,Masouti VOLOS,{'opening_hours': {}},2421048437,,220,MAGNISIA,https://www.masoutis.gr/stores
THYATEIRON 2 & EL. BENIZELOY (N.IONIA),VOLOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.378760,22.927171,Masouti VOLOS,{'opening_hours': {}},2421063973 ,,219,MAGNISIA,https://www.masoutis.gr/stores
KASSABETI 14 & 28is OKTOBRIOY,VOLOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.358190,22.955014,Masouti VOLOS,{'opening_hours': {}},2421028554,,222,MAGNISIA,https://www.masoutis.gr/stores
METAMORFOSEOS 21 & ALEKSANDRAS,VOLOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.364299,22.943531,Masouti VOLOS,{'opening_hours': {}},2421002051,,241,MAGNISIA,https://www.masoutis.gr/stores
RIGA FEREOU & KOYMOYNDOYROY 150,VOLOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.3629816,22.9528756,Masouti VOLOS,{'opening_hours': {}},2421059211,,240,MAGNISIA,https://www.masoutis.gr/stores
SKIATHOS,SKIATHOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.168189,23.491337,Masouti SKIATHOS,{'opening_hours': {}},2427021020,,493,MAGNISIA,https://www.masoutis.gr/stores
XRYS.SMYRNIS 2 & SINOPIS (N.IONIA),VOLOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.374886,22.939170,Masouti VOLOS,{'opening_hours': {}},2421061533,,223,MAGNISIA,https://www.masoutis.gr/stores
2nd km of XANTHI-PETEINOS,KSANTHI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'GRAND', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",41.123722,24.896757,Masouti KSANTHI,{'opening_hours': {}},2541076231,,501,KSANTHI,https://www.masoutis.gr/stores
2nd km of XANTHI-PETEINOS (WHOLESALE),KSANTHI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",41.123861,24.896209,Masouti KSANTHI,{'opening_hours': {}},2541021130,,503,KSANTHI,https://www.masoutis.gr/stores
"74, M. KARAOLI st.",KSANTHI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",41.135193,24.890453,Masouti KSANTHI,{'opening_hours': {}},2541075521,,502,KSANTHI,https://www.masoutis.gr/stores
1ST KLM. GIANNITSA THESSALONIKI,GIANNITSA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.775763,22.419614,Masouti GIANNITSA,{'opening_hours': {}},2382020720,,394,PELLA,https://www.masoutis.gr/stores
"32, ATHANASIOU DIAKOU st",ARIDEA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.971624,22.058432,Masouti ARIDEA,{'opening_hours': {}},2384028743,,170,PELLA,https://www.masoutis.gr/stores
"31-33, EHTNIKIS ANTISTASEOS st.",SKYDRA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.767689,22.153324,Masouti SKYDRA,{'opening_hours': {}},2381082124,,178,PELLA,https://www.masoutis.gr/stores
"13, KOLOKOTRONI st.",GIANNITSA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.797526,22.412866,Masouti GIANNITSA,{'opening_hours': {}},2382022229,,176,PELLA,https://www.masoutis.gr/stores
"6, KONSTANTINOUPOLEOS st.",EDESSA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.804013,22.052910,Masouti EDESSA,{'opening_hours': {}},2381020018,,488,PELLA,https://www.masoutis.gr/stores
LEOFOROS KARAISKAKI,ARIDEA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.967739,22.066454,Masouti ARIDEA,{'opening_hours': {}},2384024658,,385,PELLA,https://www.masoutis.gr/stores
MEG. ALEXANDROU & G. PAPANDREOU st.,GIANNITSA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.791981,22.419286,Masouti GIANNITSA,{'opening_hours': {}},2382083951,,177,PELLA,https://www.masoutis.gr/stores
"MPAFRAS 6, MADYTOY",GIANNITSA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.790051,22.411977,Masouti GIANNITSA,{'opening_hours': {}},2382081228,,186,PELLA,https://www.masoutis.gr/stores
"30, EGNATIAS & PATR. GRIGORIOU E^27 st.",EDESSA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.538268,22.217407,Masouti EDESSA,{'opening_hours': {}},2381029428,,175,PELLA,https://www.masoutis.gr/stores
"24, 19ΤΗ ΜΑΙΟU st.",KATERINH,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.274883,22.514599,Masouti KATERINH,{'opening_hours': {}},2351073400,,384,PIERIA,https://www.masoutis.gr/stores
"25, MARTIOU st.(PLATAMONAS)",PLATAMONAS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.988685,22.626610,Masouti PLATAMONAS,{'opening_hours': {}},2352041733,,373,PIERIA,https://www.masoutis.gr/stores
2o KM KATERINIS-ELASSONAS,KATERINH,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'GRAND', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.271161,22.474914,Masouti KATERINH,{'opening_hours': {}},2351026881,,231,PIERIA,https://www.masoutis.gr/stores
2nd km of KATERINI - LARISA rd,KATERINH,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.257536,22.530269,Masouti KATERINH,{'opening_hours': {}},2351046131 ,,163,PIERIA,https://www.masoutis.gr/stores
"104-106-108, AG.NIKOLAOU st.",LITOHORO,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.106204,22.509318,Masouti LITOHORO,{'opening_hours': {}},2352021112,,372,PIERIA,https://www.masoutis.gr/stores
ANTIGONOY 2-6,KATERINH,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.269935,22.505546,Masouti KATERINH,{'opening_hours': {}},2351025699,,236,PIERIA,https://www.masoutis.gr/stores
"2-4, ARISTOTELOUS st.",KATERINH,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.270891,22.505056,Masouti KATERINH,{'opening_hours': {}},2351027690,,483,PIERIA,https://www.masoutis.gr/stores
