addr_full,brand,country,extras,lat,lon,name,opening_hours,phone,ref,website
"부산광역시 강서구 명지국제2로 23번길 3,",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.0941549,128.9061493,Shinesegaefood 부산명지점,"{'opening_hours': {'Mon': None, 'Tue': None, 'Wed': None, 'Thu': None, 'Fri': None, 'Sat': None, 'Sun': None}}",,1199,https://www.shinsegaefood.com/nobrandburger/store/store.sf
충청남도 부여군 부여읍 석탑로 65 1층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.2819543,126.9124260,Shinesegaefood 충남부여점,"{'opening_hours': {'Mon': '09:30-21:00', 'Tue': '09:30-21:00', 'Wed': '09:30-21:00', 'Thu': '09:30-21:00', 'Fri': '09:30-21:00', 'Sat': '09:30-21:00', 'Sun': '09:30-21:00'}}",041-836-2452,1200,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도양주시덕계로132-14101호,102호(덕계동,정민타운)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.8188939,127.0553498,Shinesegaefood 양주덕계점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",031-868-0622,1201,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"전남여수시화양면소장길22,주1동2층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",34.6930271,127.6139027,Shinesegaefood 여수챌린지파크점(임시휴무),"{'opening_hours': {'Mon': '10:00-18:00', 'Tue': '10:00-18:00', 'Wed': '10:00-18:00', 'Thu': '10:00-18:00', 'Fri': '10:00-18:00', 'Sat': '10:00-18:00', 'Sun': '10:00-18:00'}}",1533-1919,1202,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"충청남도 천안시 서북구 삼성대로 20, 이마트천안서북점 1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.8385820,127.1224038,Shinesegaefood 이마트천안서북점,"{'opening_hours': {'Mon': '10:00-20:50', 'Tue': '10:00-20:50', 'Wed': '10:00-20:50', 'Thu': '10:00-20:50', 'Fri': '10:00-20:50', 'Sat': '10:00-20:50', 'Sun': '10:00-20:50'}}",041-558-9123,1203,https://www.shinsegaefood.com/nobrandburger/store/store.sf
전남 목포시 북항로 188(산정동),Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",34.8050192,126.3660074,Shinesegaefood 목포북항점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",061-279-9989,1204,https://www.shinsegaefood.com/nobrandburger/store/store.sf
서울특별시 은평구 통일로 827-1(대조동),Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.6173396,126.9223280,Shinesegaefood 연신내역점,"{'opening_hours': {'Mon': '10:00-22:30', 'Tue': '10:00-22:30', 'Wed': '10:00-22:30', 'Thu': '10:00-22:30', 'Fri': '10:00-22:30', 'Sat': '10:00-22:30', 'Sun': '10:00-22:30'}}",02-351-4548,1205,https://www.shinsegaefood.com/nobrandburger/store/store.sf
광주광역시 서구 치평로 76 대한빌딩 1층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.1541202,126.8477619,Shinesegaefood 광주상무점,"{'opening_hours': {'Mon': '08:00-23:30', 'Tue': '08:00-23:30', 'Wed': '08:00-23:30', 'Thu': '08:00-23:30', 'Fri': '08:00-23:30', 'Sat': '08:00-23:30', 'Sun': '08:00-23:30'}}",062-372-2101,1207,https://www.shinsegaefood.com/nobrandburger/store/store.sf
광주광역시 동구 지산로11,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.1451710,126.9305594,Shinesegaefood 광주조선대점,"{'opening_hours': {'Mon': '10:00-24:00', 'Tue': '10:00-24:00', 'Wed': '10:00-24:00', 'Thu': '10:00-24:00', 'Fri': '10:00-24:00', 'Sat': '10:00-24:00', 'Sun': '10:00-24:00'}}",062-222-1225,1208,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"광주광역시 광산구 임방울대로 360, 101호, 102호(수완동)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.1920059,126.8243764,Shinesegaefood 광주수완점,"{'opening_hours': {'Mon': '10:30-23:45', 'Tue': '10:30-23:45', 'Wed': '10:30-23:45', 'Thu': '10:30-23:45', 'Fri': '10:30-23:45', 'Sat': '10:30-23:45', 'Sun': '10:30-23:45'}}",062-972-0077,1209,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"충북 진천 덕산읍 대하로 133 G플레이스 1층 105,106호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.9029328,127.5341831,Shinesegaefood 충북혁신도시점,"{'opening_hours': {'Mon': '10:00-23:00', 'Tue': '10:00-23:00', 'Wed': '10:00-23:00', 'Thu': '10:00-23:00', 'Fri': '10:00-23:00', 'Sat': '10:00-23:00', 'Sun': '10:00-23:00'}}",043-533-5331,1210,https://www.shinsegaefood.com/nobrandburger/store/store.sf
광주광역시 북구 우치로 90,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.1754010,126.9127421,Shinesegaefood 광주전남대점,"{'opening_hours': {'Mon': '09:30-24:00', 'Tue': '09:30-24:00', 'Wed': '09:30-24:00', 'Thu': '09:30-24:00', 'Fri': '09:30-24:00', 'Sat': '09:30-24:00', 'Sun': '09:30-24:00'}}",062-262-1189,1211,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경북 안동시 옥동 790-7,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.5619646,128.7013193,Shinesegaefood 안동옥동점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",054) 853-6019,1212,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"전라북도전주시덕진구세병로12,102,103호(송천동2가,더퍼스트빌딩)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.8751900,127.1271369,Shinesegaefood 전주에코시티점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",063-901-3456,1213,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"광주광역시북구서하로373,1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.1860904,126.9212801,Shinesegaefood 광주문흥점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",062-265-0507,1214,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"충남 아산시 배방읍 월천6길 47, 1층 JS타워 103호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.7709733,127.0781925,Shinesegaefood 아산배방점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",041-533-8690,1215,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"광주광역시광산구용아로399번길51,1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.1771380,126.8031269,Shinesegaefood 광주하남2지구점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",062-962-6900,1216,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"서울특별시중구필동로1길30,1층(동국대학교상록원)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.5582582,127.0001869,Shinesegaefood 동국대점,{'opening_hours': {}},02-2260-8966,1217,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"강원도춘천시후석로120,엔타1층111호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.8633018,127.7482199,Shinesegaefood 춘천엔타점,"{'opening_hours': {'Mon': '10:00-21:00', 'Tue': '10:00-21:00', 'Wed': '10:00-21:00', 'Thu': '10:00-21:00', 'Fri': '10:00-21:00', 'Sat': '10:00-21:00', 'Sun': '10:00-21:00'}}",033-262-2204,1218,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경북영천시호국로73,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.9741778,128.9455656,Shinesegaefood 경북영천점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",054-338-1082,1219,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"강원도원주시서원대로171,1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.3448152,127.9308917,Shinesegaefood 원주터미널점,"{'opening_hours': {'Mon': '08:00-22:00', 'Tue': '08:00-22:00', 'Wed': '08:00-22:00', 'Thu': '08:00-22:00', 'Fri': '08:00-22:00', 'Sat': '08:00-22:00', 'Sun': '08:00-22:00'}}",033-738-9335,1220,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도평택시포승읍여술2길14-1,1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",-,-,Shinesegaefood 평택포승점,"{'opening_hours': {'Mon': '10:00-23:00', 'Tue': '10:00-23:00', 'Wed': '10:00-23:00', 'Thu': '10:00-23:00', 'Fri': '10:00-23:00', 'Sat': '10:00-23:00', 'Sun': '10:00-23:00'}}",010-4881-6426,1222,https://www.shinsegaefood.com/nobrandburger/store/store.sf
서울특별시성북구서경로124(정릉동)청운관1층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",-,-,Shinesegaefood 서경대점,{'opening_hours': {}},02-909-2003,1223,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"전라남도무안군삼향읍대죽동로23,1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",-,-,Shinesegaefood 무안남악점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",061-285-2979,1224,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"서울특별시은평구가좌로325,1층(신사동)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",-,-,Shinesegaefood 은평신사점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",02-304-2256,1225,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경기도화성시동탄순환대로12길71층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.1692411,127.1195016,Shinesegaefood 동탄산척점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",031-377-8311,1226,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경상남도창원시성산구원이대로608,이마트창원점1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.2265683,128.6801664,Shinesegaefood 이마트창원점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",010-4802-6677,1227,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도군포시산본로347,이마트산본점3층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.3611050,126.9314704,Shinesegaefood 이마트산본점,"{'opening_hours': {'Mon': '10:00-21:30', 'Tue': '10:00-21:30', 'Wed': '10:00-21:30', 'Thu': '10:00-21:30', 'Fri': '10:00-21:30', 'Sat': '10:00-21:30', 'Sun': '10:00-21:30'}}",031-393-5572,1228,https://www.shinsegaefood.com/nobrandburger/store/store.sf
충청남도아산시번영로225(아산시외버스터미널복합시설)1충노브랜드버거,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.7846407,127.0159009,Shinesegaefood 아산터미널점,"{'opening_hours': {'Mon': '09:00-22:00', 'Tue': '09:00-22:00', 'Wed': '09:00-22:00', 'Thu': '09:00-22:00', 'Fri': '09:00-22:00', 'Sat': '09:00-22:00', 'Sun': '09:00-22:00'}}",041-546-6199,1229,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경상남도밀양시삼문동525-7번지1층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.4853491,128.7503597,Shinesegaefood 밀양삼문점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",055-355-8800,1230,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"광주광역시남구효천2로가길20,162동102,103호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.1010645,126.8748583,Shinesegaefood 광주효천점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",062-674-5587,1231,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도 김포시 통진읍 마송1로 84번길 85, 1층 101호 (연세메디컬빌딩)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.6884568,126.5978324,Shinesegaefood 김포통진점,"{'opening_hours': {'Mon': '10:00-24:00', 'Tue': '10:00-24:00', 'Wed': '10:00-24:00', 'Thu': '10:00-24:00', 'Fri': '10:00-24:00', 'Sat': '10:00-24:00', 'Sun': '10:00-24:00'}}",031-982-0457,1232,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"충청남도아산시탕정면탕정면로54-3,1층103,104호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.7984032,127.0634819,Shinesegaefood 아산지중해마을점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",041-545-2525,1233,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"전북특별자치도군산시구암3.1로137,이마트1층(경암동)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.9831825,126.7340074,Shinesegaefood 이마트군산점,"{'opening_hours': {'Mon': '10:00-21:30', 'Tue': '10:00-21:30', 'Wed': '10:00-21:30', 'Thu': '10:00-21:30', 'Fri': '10:00-21:30', 'Sat': '10:00-21:30', 'Sun': '10:00-21:30'}}",063-446-7003,1234,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"강원특별자치도홍천군홍천읍번영로31,1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.6900195,127.8837256,Shinesegaefood 강원홍천점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",033-434-3969,1235,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도화성시봉담읍효행로278,지하1층(이마트)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.2225940,126.9726970,Shinesegaefood 이마트화성봉담점,"{'opening_hours': {'Mon': '10:00-21:30', 'Tue': '10:00-21:30', 'Wed': '10:00-21:30', 'Thu': '10:00-21:30', 'Fri': '10:00-21:30', 'Sat': '10:00-21:30', 'Sun': '10:00-21:30'}}",031-546-0069,1236,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"강원특별자치도강릉시경강로2518,1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.7735449,128.9341694,Shinesegaefood 강릉송정DI점,"{'opening_hours': {'Mon': '09:30-22:00', 'Tue': '09:30-22:00', 'Wed': '09:30-22:00', 'Thu': '09:30-22:00', 'Fri': '09:30-22:00', 'Sat': '09:30-22:00', 'Sun': '09:30-22:00'}}",033-643-8010,1238,https://www.shinsegaefood.com/nobrandburger/store/store.sf
대전광역시서구도안동2330,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.3261622,127.3486395,Shinesegaefood 도안레이크타워점,"{'opening_hours': {'Mon': '10:00-24:00', 'Tue': '10:00-24:00', 'Wed': '10:00-24:00', 'Thu': '10:00-24:00', 'Fri': '10:00-24:00', 'Sat': '10:00-24:00', 'Sun': '10:00-24:00'}}",042-542-0120,1239,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"충북청주시서원구1순환로661-1,1층우)28647",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",-,-,Shinesegaefood 충북대점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",043-273-3678,1240,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"서울특별시은평구은평로111,8층(응암동,은평이마트)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",-,-,Shinesegaefood 이마트은평점,"{'opening_hours': {'Mon': '10:00-21:00', 'Tue': '10:00-21:00', 'Wed': '10:00-21:00', 'Thu': '10:00-21:00', 'Fri': '10:00-21:00', 'Sat': '10:00-21:00', 'Sun': '10:00-21:00'}}",02)388-1223,1241,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"서울특별시서대문구모래내로366신영오피스텔1,2층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.5820355,126.9367034,Shinesegaefood 서대문구청점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",02-396-3333,1242,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"강원특별자치도강릉시사천면진리해변길37,상가C동110~111호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.8387549,128.8725639,Shinesegaefood 강릉사천점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",033-647-6476,1243,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"대구수성구달구벌대로2280,1층102호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.8596794,128.6116218,Shinesegaefood 대구수성점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",053-752-0613,1244,https://www.shinsegaefood.com/nobrandburger/store/store.sf
충북청주시흥덕구오송읍봉산리999테라스퀘어91층104-1호,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.6182897,127.3171226,Shinesegaefood 청주오송점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",043-238-0926,1245,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기의왕시광진말로54,1층S186호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.3210324,126.9405957,Shinesegaefood 의왕점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",031-8058-8114,1246,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"서울특별시서대문구연세로50,B2층230호(신촌동,연세대학교SK글로벌하우스)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.5671131,126.9390292,Shinesegaefood 연세대SK국제학사점,"{'opening_hours': {'Mon': '08:00-20:00', 'Tue': '08:00-20:00', 'Wed': '08:00-20:00', 'Thu': '08:00-20:00', 'Fri': '08:00-20:00', 'Sat': '08:00-20:00', 'Sun': '08:00-20:00'}}",02-6357-0011,1247,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"강원특별자치도강릉시솔올로25,1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.7642131,128.8776272,Shinesegaefood 강릉교동점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",033-645-1898,1248,https://www.shinsegaefood.com/nobrandburger/store/store.sf
